,Area_Name,Year,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
1,Andhra Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,136.0,1311.0,2725
2,Arunachal Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,21.0,27
3,Assam,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,94.0,205
4,Bihar,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,44.0,205.0,946
5,Chandigarh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,107.0,281
6,Chhattisgarh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,338.0,790
8,Delhi,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,62.0,688.0,3185
9,Goa,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,9.0,68.0,152
10,Gujarat,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,401.0,1345.0,4830
11,Haryana,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,34.0,882.0,1967
12,Himachal Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,31.0,47
13,Jammu & Kashmir,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,81.0,460
14,Jharkhand,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,10.0,38.0,211
15,Karnataka,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,183.0,993.0,3087
16,Kerala,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,47.0,300.0,1038
18,Maharashtra,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,653.0,1968.0,6244
20,Meghalaya,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,5.0,22
21,Mizoram,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2.0,11.0,11
22,Nagaland,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,15.0,53
23,Odisha,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,22.0,222.0,778
24,Puducherry,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,136.0,136.0,281
25,Punjab,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,123.0,229.0,609
26,Rajasthan,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,58.0,628.0,3273
27,Sikkim,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2.0,2.0,2
28,Tamil Nadu,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,2523.0,3858
30,Uttar Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,15.0,727.0,4046
32,West Bengal,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,14.0,461.0,1904
33,Andaman & Nicobar Islands,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,1.0,2
34,Andhra Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12.0,1420.0,3025
36,Assam,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,115.0,485
37,Bihar,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,13.0,197.0,996
38,Chandigarh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,126.0,328
39,Chhattisgarh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,244.0,752
41,Daman & Diu,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,16.0,32
42,Delhi,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,111.0,665.0,3291
43,Goa,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,32.0,138
44,Gujarat,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,254.0,1325.0,5318
45,Haryana,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,881.0,1920
46,Himachal Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,39.0,63
47,Jammu & Kashmir,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3.0,94.0,270
48,Jharkhand,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,57.0,597
49,Karnataka,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,190.0,1020.0,3376
50,Kerala,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,35.0,373.0,1272
51,Madhya Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,66.0,1285.0,4225
52,Maharashtra,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,172.0,2098.0,6777
53,Manipur,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,9.0,98
54,Meghalaya,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,6.0,31
56,Nagaland,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,12.0,89
57,Odisha,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,32.0,307.0,784
59,Punjab,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,203.0,310.0,725
60,Rajasthan,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,30.0,714.0,3696
61,Tamil Nadu,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,44.0,2934.0,4319
63,Uttar Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,934.0,4126
64,Uttarakhand,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,64.0,253
65,West Bengal,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,64.0,423.0,2704
67,Andhra Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,38.0,1636.0,3865
68,Arunachal Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,11.0,49
69,Assam,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,58.0,497
70,Bihar,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,16.0,243.0,1183
71,Chandigarh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,131.0,274
72,Chhattisgarh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,325.0,752
74,Daman & Diu,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,8.0,26
75,Delhi,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,257.0,586.0,3360
76,Goa,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2.0,39.0,124
77,Gujarat,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,347.0,1770.0,6131
78,Haryana,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,80.0,929.0,1989
79,Himachal Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,31.0,78
80,Jammu & Kashmir,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,73.0,301
81,Jharkhand,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,24.0,137
82,Karnataka,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,93.0,1040.0,3597
83,Kerala,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,440.0,1070
84,Lakshadweep,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,1.0,1
86,Maharashtra,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,597.0,2116.0,7078
87,Manipur,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,4.0,107
88,Meghalaya,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,8.0,41
90,Nagaland,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,46.0,197
91,Odisha,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,94.0,248.0,752
92,Puducherry,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,63.0,63.0,284
93,Punjab,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,206.0,327.0,818
94,Rajasthan,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,37.0,820.0,4482
95,Tamil Nadu,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1107.0,3013.0,4317
97,Uttar Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,21.0,920.0,3376
98,Uttarakhand,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,83.0,269
99,West Bengal,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,29.0,374.0,2049
100,Andaman & Nicobar Islands,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,8.0,8
101,Andhra Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,254.0,1705.0,3857
102,Arunachal Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,31.0,75
104,Bihar,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,257.0,1829
105,Chandigarh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,112.0,364
106,Chhattisgarh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,416.0,1131
107,Dadra & Nagar Haveli,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,8.0,15
109,Delhi,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,125.0,871.0,4342
110,Goa,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,38.0,112
111,Gujarat,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,456.0,1798.0,6075
113,Himachal Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,6.0,42.0,82
114,Jammu & Kashmir,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,9.0,76.0,313
116,Karnataka,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,113.0,1146.0,4578
118,Madhya Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,160.0,1527.0,5481
119,Maharashtra,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,323.0,2832.0,8748
120,Manipur,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,4.0,106
121,Meghalaya,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,9.0,38
122,Mizoram,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,0.0,0
123,Nagaland,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,10.0,24
124,Odisha,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,145.0,344.0,1300
126,Punjab,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,165.0,267.0,629
127,Rajasthan,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,84.0,1263.0,5434
128,Tamil Nadu,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2357.0,2561.0,3645
130,Uttar Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,25.0,1315.0,6449
132,West Bengal,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,358.0,2093
134,Andhra Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,2360.0,4659
135,Arunachal Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,32.0,117
136,Assam,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,11.0,181.0,551
137,Bihar,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,197.0,1983
138,Chandigarh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,129.0,368
139,Chhattisgarh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,522.0,1426
141,Daman & Diu,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,5.0,18
142,Delhi,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,143.0,997.0,4574
143,Goa,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,49.0,158
144,Gujarat,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,353.0,1517.0,6199
145,Haryana,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,1227.0,3696
146,Himachal Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,27.0,65
147,Jammu & Kashmir,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,52.0,291
148,Jharkhand,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,6.0,108.0,476
149,Karnataka,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,81.0,1054.0,5073
150,Kerala,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,14.0,367.0,1203
151,Madhya Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,1740.0,5741
152,Maharashtra,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,319.0,2479.0,9518
153,Manipur,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,7.0,90
154,Meghalaya,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,4.0,23
155,Mizoram,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,0.0,0
156,Nagaland,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,39.0,170
157,Odisha,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,105.0,405.0,1525
158,Puducherry,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,138.0,138.0,224
159,Punjab,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,152.0,319.0,695
160,Rajasthan,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,260.0,1027.0,5425
162,Tamil Nadu,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2215.0,2353.0,3108
164,Uttar Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,64.0,1292.0,5895
166,West Bengal,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,25.0,398.0,2166
168,Andhra Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,79.0,1754.0,4554
169,Arunachal Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,22.0,74
170,Assam,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,16.0,248.0,674
171,Bihar,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,275.0,1700
172,Chandigarh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,117.0,361
173,Chhattisgarh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,80.0,630.0,1910
174,Dadra & Nagar Haveli,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,7.0,12
175,Daman & Diu,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,3.0,19
176,Delhi,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,105.0,953.0,4627
177,Goa,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,52.0,170
178,Gujarat,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,423.0,1437.0,6409
179,Haryana,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2.0,1556.0,4641
180,Himachal Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,32.0,38.0,74
181,Jammu & Kashmir,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,10.0,74.0,287
182,Jharkhand,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,235.0,1118
183,Karnataka,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,82.0,1046.0,4808
184,Kerala,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,17.0,328.0,1200
186,Madhya Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,147.0,1843.0,6771
187,Maharashtra,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,833.0,3008.0,10104
188,Manipur,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,6.0,103
189,Meghalaya,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,9.0,56
190,Mizoram,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,30.0,37
191,Nagaland,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,34.0,50
192,Odisha,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,174.0,508.0,1410
193,Puducherry,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,111.0,304
194,Punjab,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,301.0,352.0,844
195,Rajasthan,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,331.0,1055.0,5716
197,Tamil Nadu,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2183.0,2423.0,2784
199,Uttar Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,28.0,1605.0,6571
200,Uttarakhand,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,92.0,374
201,West Bengal,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,22.0,304.0,2303
203,Andhra Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,81.0,2499.0,5616
204,Arunachal Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,59.0,104
205,Assam,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,21.0,241.0,545
206,Bihar,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,260.0,1871
207,Chandigarh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,119.0,474
208,Chhattisgarh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,618.0,1684
211,Delhi,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,32.0,774.0,4641
212,Goa,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3.0,53.0,180
213,Gujarat,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,500.0,1655.0,7252
214,Haryana,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,94.0,1498.0,4746
215,Himachal Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,38.0,114
216,Jammu & Kashmir,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2.0,65.0,221
217,Jharkhand,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3.0,172.0,1250
218,Karnataka,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,105.0,1573.0,4877
219,Kerala,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,13.0,413.0,1298
221,Madhya Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,395.0,1910.0,7864
222,Maharashtra,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,888.0,2961.0,11189
223,Manipur,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,6.0,115
224,Meghalaya,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,2.0,45
225,Mizoram,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,29.0,51
226,Nagaland,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,21.0,117
227,Odisha,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,34.0,381.0,1525
229,Punjab,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,415.0,385.0,1110
230,Rajasthan,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,100.0,1170.0,6574
231,Sikkim,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3.0,3.0,3
232,Tamil Nadu,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1830.0,2222.0,2545
234,Uttar Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,59.0,1660.0,7579
235,Uttarakhand,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,106.0,106.0,418
236,West Bengal,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,47.0,353.0,1954
238,Andhra Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,3316.0,6993
239,Arunachal Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,27.0,43
240,Assam,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,52.0,134.0,1255
241,Bihar,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,340.0,2445
242,Chandigarh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,135.0,662
243,Chhattisgarh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,428.0,1645
246,Delhi,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,754.0,5936
247,Goa,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,67.0,213
248,Gujarat,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,637.0,1972.0,8976
249,Haryana,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,300.0,1618.0,5779
250,Himachal Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,23.0,48.0,153
251,Jammu & Kashmir,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,78.0,430
253,Karnataka,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,313.0,1679.0,7552
254,Kerala,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,40.0,423.0,1329
255,Lakshadweep,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,1.0,1
257,Maharashtra,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,693.0,2803.0,13589
258,Manipur,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,10.0,5.0,232
259,Meghalaya,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,7.0,47
260,Mizoram,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,19.0,25
261,Nagaland,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,7.0,121
262,Odisha,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,582.0,1771
264,Punjab,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,426.0,463.0,1307
265,Rajasthan,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,250.0,1216.0,7837
266,Sikkim,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1.0,1.0,1
267,Tamil Nadu,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2035.0,2672.0,3424
269,Uttar Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,209.0,1702.0,8419
271,West Bengal,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,356.0,2158
273,Andhra Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,659.0,3625.0,7244
274,Arunachal Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,30.0,83
275,Assam,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,43.0,214.0,1135
276,Bihar,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,118.0,338.0,3200
277,Chandigarh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,199.0,648
278,Chhattisgarh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,582.0,1882
280,Daman & Diu,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,5.0,27
281,Delhi,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,438.0,1164.0,7843
282,Goa,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,71.0,310
283,Gujarat,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,918.0,2445.0,9821
284,Haryana,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,307.0,1727.0,6070
285,Himachal Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12.0,56.0,129
286,Jammu & Kashmir,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,73.0,362
288,Karnataka,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,227.0,2263.0,9724
289,Kerala,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,24.0,550.0,1498
290,Lakshadweep,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,1.0,1
291,Madhya Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,2027.0,9826
292,Maharashtra,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1083.0,3731.0,14723
293,Manipur,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,5.0,253
