,Area_Name,Year,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
1346,Gujarat,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,64.0,180
1347,Haryana,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,112.0,233
1348,Himachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,13.0,16
1349,Jammu & Kashmir,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,20.0,43
1350,Jharkhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,36
1351,Karnataka,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,110.0,224
1353,Madhya Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,131.0,256
1354,Maharashtra,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,28.0,80.0,287
1355,Manipur,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1356,Meghalaya,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,4
1357,Mizoram,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1358,Nagaland,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,2.0,7
1359,Odisha,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,8.0,43
1360,Puducherry,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,2
1361,Punjab,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,26.0,59
1362,Rajasthan,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,20.0,61
1363,Tamil Nadu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,184.0,189.0,357
1365,Uttar Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,42.0,110
1367,West Bengal,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,11.0,81
1369,Andhra Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,241.0,435
1370,Arunachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1371,Assam,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,69.0,210
1372,Bihar,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,12.0,268
1373,Chandigarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,8
1374,Chhattisgarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,5.0,47.0,129
1375,Delhi,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,476.0,540
1377,Gujarat,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,78.0,274
1379,Himachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,15.0,32
1380,Jammu & Kashmir,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,79.0,191
1381,Jharkhand,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,12
1382,Karnataka,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,193.0,618
1384,Madhya Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,189.0,496
1385,Maharashtra,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,80.0,145
1386,Manipur,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,7
1387,Meghalaya,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,13
1388,Mizoram,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,5
1389,Nagaland,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,25.0,61
1390,Odisha,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,10.0,61
1391,Puducherry,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,2
1392,Punjab,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,28.0,39.0,75
1394,Tamil Nadu,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,69.0,72.0,77
1396,Uttar Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,75.0,202
1398,West Bengal,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,18.0,68
1399,Andhra Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,168.0,349
1400,Arunachal Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1401,Assam,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,218.0,848
1402,Bihar,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,37.0,456
1403,Chandigarh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,5
1404,Chhattisgarh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,58.0,150
1405,Delhi,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,457.0,457
1406,Gujarat,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,22.0,60.0,204
1407,Haryana,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,27.0,149.0,325
1408,Himachal Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,5.0,7
1409,Jammu & Kashmir,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,49.0,139
1411,Karnataka,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,209.0,558
1413,Madhya Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,21.0,140.0,343
1414,Maharashtra,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,147.0,36.0,98
1415,Manipur,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,29
1416,Meghalaya,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,21
1417,Mizoram,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,4
1418,Nagaland,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,60
1419,Odisha,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,24.0,96
1421,Punjab,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,40.0,96.0,213
1422,Rajasthan,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,44.0,110
1423,Tamil Nadu,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,138.0,149.0,181
1425,Uttar Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,93.0,258
1426,Uttarakhand,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,4
1427,West Bengal,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,21.0,118
1428,Andhra Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,309.0,531
1429,Arunachal Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1430,Assam,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,69.0,88
1431,Bihar,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,19.0,92
1432,Chandigarh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,1
1433,Chhattisgarh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,32.0,68
1435,Delhi,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,168.0,86.0,514
1437,Gujarat,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,21.0,129.0,305
1438,Haryana,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,88.0,241
1439,Himachal Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,9.0,27
1440,Jammu & Kashmir,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,35.0,78
1442,Karnataka,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,214.0,774
1443,Kerala,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,73.0,157
1445,Maharashtra,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,52.0,134.0,253
1446,Manipur,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,6
1447,Meghalaya,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,6.0,23
1448,Mizoram,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,3
1449,Nagaland,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,33
1450,Odisha,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,33.0,67
1452,Punjab,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,30.0,35.0,86
1453,Rajasthan,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,66.0,195
1454,Tamil Nadu,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,41.0,49.0,58
1456,Uttar Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,19.0,76.0,219
1458,West Bengal,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,25.0,125
1459,Andhra Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,332.0,482
1460,Arunachal Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1461,Assam,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,2.0,106
1462,Bihar,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,24.0,173
1463,Chandigarh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,1
1464,Chhattisgarh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,31.0,70
1466,Delhi,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,118.0,465
1467,Goa,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,1
1468,Gujarat,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,23.0,128.0,457
1469,Haryana,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,36.0,152.0,431
1470,Himachal Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,6.0,15
1471,Jammu & Kashmir,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,22.0,45
1473,Karnataka,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,59.0,87.0,217
1474,Kerala,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,51.0,136
1475,Madhya Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,192.0,454
1476,Maharashtra,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,94.0,179.0,250
1477,Manipur,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,16
1478,Meghalaya,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,5.0,15
1479,Mizoram,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,27.0,27.0,36
1481,Odisha,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,20.0,61
1482,Puducherry,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,2.0,3
1483,Punjab,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,6.0,39.0,97
1484,Rajasthan,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,50.0,153
1485,Tamil Nadu,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,57.0,62.0,80
1486,Tripura,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1487,Uttar Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,93.0,291
1489,West Bengal,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,31.0,144
1491,Andhra Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,34.0,562.0,624
1492,Arunachal Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,1
1493,Assam,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,5.0,3.0,26
1495,Chandigarh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
1496,Chhattisgarh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,43.0,139
1497,Delhi,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,64.0,458
1498,Goa,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,1
1499,Gujarat,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,123.0,461
1500,Haryana,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,45.0,160.0,435
1501,Himachal Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,17.0,36
1502,Jammu & Kashmir,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,27.0,74
1503,Jharkhand,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,13.0,48
1504,Karnataka,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,6.0,177.0,503
1505,Kerala,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,52.0,94
1506,Madhya Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,17.0,139.0,410
1507,Maharashtra,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,51.0,113.0,261
1508,Manipur,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,3
1509,Meghalaya,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,8
1510,Mizoram,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,9.0,13
1511,Nagaland,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,6.0,51
1512,Odisha,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,45.0,148
1513,Puducherry,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,1
1514,Punjab,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,26.0,88.0,87
1515,Rajasthan,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,37.0,128.0,169
1516,Tamil Nadu,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,54.0,92.0,114
1517,Tripura,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,3
1518,Uttar Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,84.0,320
1520,West Bengal,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,48.0,308
1522,Andhra Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),179.0,1480.0,3115
1523,Arunachal Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,27.0,36
1524,Assam,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,149.0,438
1525,Bihar,2001,AT6-Total,6. Total (Sum of 1-5 Above),51.0,250.0,1136
1526,Chandigarh,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,200.0,494
1527,Chhattisgarh,2001,AT6-Total,6. Total (Sum of 1-5 Above),26.0,415.0,942
1529,Delhi,2001,AT6-Total,6. Total (Sum of 1-5 Above),192.0,2050.0,7981
1530,Goa,2001,AT6-Total,6. Total (Sum of 1-5 Above),11.0,86.0,178
1531,Gujarat,2001,AT6-Total,6. Total (Sum of 1-5 Above),473.0,1590.0,5537
1532,Haryana,2001,AT6-Total,6. Total (Sum of 1-5 Above),79.0,1510.0,3120
1533,Himachal Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),12.0,98.0,145
1534,Jammu & Kashmir,2001,AT6-Total,6. Total (Sum of 1-5 Above),1.0,137.0,633
1535,Jharkhand,2001,AT6-Total,6. Total (Sum of 1-5 Above),15.0,48.0,239
1536,Karnataka,2001,AT6-Total,6. Total (Sum of 1-5 Above),251.0,1248.0,3863
1537,Kerala,2001,AT6-Total,6. Total (Sum of 1-5 Above),70.0,513.0,1795
1539,Maharashtra,2001,AT6-Total,6. Total (Sum of 1-5 Above),1200.0,2942.0,8887
1541,Meghalaya,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,17.0,57
1542,Mizoram,2001,AT6-Total,6. Total (Sum of 1-5 Above),4.0,18.0,20
1543,Nagaland,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,30.0,119
1544,Odisha,2001,AT6-Total,6. Total (Sum of 1-5 Above),22.0,344.0,1011
1545,Puducherry,2001,AT6-Total,6. Total (Sum of 1-5 Above),137.0,137.0,284
1546,Punjab,2001,AT6-Total,6. Total (Sum of 1-5 Above),243.0,491.0,1270
1547,Rajasthan,2001,AT6-Total,6. Total (Sum of 1-5 Above),78.0,903.0,4039
1548,Sikkim,2001,AT6-Total,6. Total (Sum of 1-5 Above),2.0,4.0,6
1549,Tamil Nadu,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,2758.0,4260
1551,Uttar Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),35.0,1177.0,5790
1553,West Bengal,2001,AT6-Total,6. Total (Sum of 1-5 Above),16.0,791.0,2579
1554,Andaman & Nicobar Islands,2002,AT6-Total,6. Total (Sum of 1-5 Above),1.0,1.0,2
1555,Andhra Pradesh,2002,AT6-Total,6. Total (Sum of 1-5 Above),13.0,1701.0,3450
1557,Assam,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,170.0,680
1558,Bihar,2002,AT6-Total,6. Total (Sum of 1-5 Above),19.0,268.0,1148
1559,Chandigarh,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,230.0,617
1560,Chhattisgarh,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,321.0,1126
1562,Daman & Diu,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,19.0,36
1563,Delhi,2002,AT6-Total,6. Total (Sum of 1-5 Above),258.0,1706.0,7604
1564,Goa,2002,AT6-Total,6. Total (Sum of 1-5 Above),1.0,41.0,151
1565,Gujarat,2002,AT6-Total,6. Total (Sum of 1-5 Above),336.0,1628.0,6256
1566,Haryana,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,1503.0,3054
1567,Himachal Pradesh,2002,AT6-Total,6. Total (Sum of 1-5 Above),12.0,93.0,152
1568,Jammu & Kashmir,2002,AT6-Total,6. Total (Sum of 1-5 Above),9.0,229.0,664
1569,Jharkhand,2002,AT6-Total,6. Total (Sum of 1-5 Above),4.0,114.0,718
1570,Karnataka,2002,AT6-Total,6. Total (Sum of 1-5 Above),267.0,1312.0,4281
1571,Kerala,2002,AT6-Total,6. Total (Sum of 1-5 Above),59.0,611.0,1978
1572,Madhya Pradesh,2002,AT6-Total,6. Total (Sum of 1-5 Above),78.0,1523.0,4845
1573,Maharashtra,2002,AT6-Total,6. Total (Sum of 1-5 Above),271.0,2860.0,9130
1575,Meghalaya,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,12.0,58
1577,Nagaland,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,26.0,161
1578,Odisha,2002,AT6-Total,6. Total (Sum of 1-5 Above),63.0,358.0,1028
1580,Punjab,2002,AT6-Total,6. Total (Sum of 1-5 Above),445.0,644.0,1345
1581,Rajasthan,2002,AT6-Total,6. Total (Sum of 1-5 Above),52.0,991.0,4433
1583,Tamil Nadu,2002,AT6-Total,6. Total (Sum of 1-5 Above),48.0,3205.0,4677
1585,Uttar Pradesh,2002,AT6-Total,6. Total (Sum of 1-5 Above),10.0,1478.0,5689
1587,West Bengal,2002,AT6-Total,6. Total (Sum of 1-5 Above),130.0,681.0,3438
1588,Andaman & Nicobar Islands,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,2.0,5
1589,Andhra Pradesh,2003,AT6-Total,6. Total (Sum of 1-5 Above),83.0,1972.0,4732
1590,Arunachal Pradesh,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,12.0,50
1591,Assam,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,132.0,756
1592,Bihar,2003,AT6-Total,6. Total (Sum of 1-5 Above),23.0,293.0,1340
1593,Chandigarh,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,286.0,566
1594,Chhattisgarh,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,390.0,1131
1596,Daman & Diu,2003,AT6-Total,6. Total (Sum of 1-5 Above),5.0,9.0,27
1597,Delhi,2003,AT6-Total,6. Total (Sum of 1-5 Above),489.0,1427.0,7688
1598,Goa,2003,AT6-Total,6. Total (Sum of 1-5 Above),2.0,43.0,134
1599,Gujarat,2003,AT6-Total,6. Total (Sum of 1-5 Above),472.0,2286.0,7244
1600,Haryana,2003,AT6-Total,6. Total (Sum of 1-5 Above),139.0,1546.0,3293
1601,Himachal Pradesh,2003,AT6-Total,6. Total (Sum of 1-5 Above),2.0,110.0,218
1602,Jammu & Kashmir,2003,AT6-Total,6. Total (Sum of 1-5 Above),9.0,156.0,576
1603,Jharkhand,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,98.0,347
1604,Karnataka,2003,AT6-Total,6. Total (Sum of 1-5 Above),98.0,1329.0,4333
1605,Kerala,2003,AT6-Total,6. Total (Sum of 1-5 Above),1.0,631.0,1668
1606,Lakshadweep,2003,AT6-Total,6. Total (Sum of 1-5 Above),1.0,1.0,1
1608,Maharashtra,2003,AT6-Total,6. Total (Sum of 1-5 Above),826.0,2752.0,9271
1610,Meghalaya,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,17.0,108
1612,Nagaland,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,58.0,225
1613,Odisha,2003,AT6-Total,6. Total (Sum of 1-5 Above),103.0,347.0,1076
1614,Puducherry,2003,AT6-Total,6. Total (Sum of 1-5 Above),65.0,65.0,295
1615,Punjab,2003,AT6-Total,6. Total (Sum of 1-5 Above),356.0,585.0,1427
1616,Rajasthan,2003,AT6-Total,6. Total (Sum of 1-5 Above),62.0,1061.0,5267
1617,Sikkim,2003,AT6-Total,6. Total (Sum of 1-5 Above),0.0,3.0,3
1618,Tamil Nadu,2003,AT6-Total,6. Total (Sum of 1-5 Above),1213.0,3212.0,4581
1620,Uttar Pradesh,2003,AT6-Total,6. Total (Sum of 1-5 Above),25.0,1406.0,4720
1622,West Bengal,2003,AT6-Total,6. Total (Sum of 1-5 Above),148.0,627.0,2581
1623,Andaman & Nicobar Islands,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,9.0,9
1624,Andhra Pradesh,2004,AT6-Total,6. Total (Sum of 1-5 Above),319.0,2169.0,4741
1625,Arunachal Pradesh,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,31.0,75
1627,Bihar,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,312.0,2083
1628,Chandigarh,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,218.0,674
1629,Chhattisgarh,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,502.0,1316
1630,Dadra & Nagar Haveli,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,14.0,24
1632,Delhi,2004,AT6-Total,6. Total (Sum of 1-5 Above),346.0,2121.0,8924
1633,Goa,2004,AT6-Total,6. Total (Sum of 1-5 Above),5.0,44.0,125
1634,Gujarat,2004,AT6-Total,6. Total (Sum of 1-5 Above),528.0,2151.0,6936
1636,Himachal Pradesh,2004,AT6-Total,6. Total (Sum of 1-5 Above),12.0,96.0,213
1637,Jammu & Kashmir,2004,AT6-Total,6. Total (Sum of 1-5 Above),13.0,141.0,573
1639,Karnataka,2004,AT6-Total,6. Total (Sum of 1-5 Above),124.0,1485.0,5733
1641,Madhya Pradesh,2004,AT6-Total,6. Total (Sum of 1-5 Above),192.0,1841.0,6246
1642,Maharashtra,2004,AT6-Total,6. Total (Sum of 1-5 Above),422.0,3621.0,11307
1643,Manipur,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,5.0,109
1644,Meghalaya,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,38.0,140
1645,Mizoram,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,0.0,0
1646,Nagaland,2004,AT6-Total,6. Total (Sum of 1-5 Above),12.0,25.0,122
1647,Odisha,2004,AT6-Total,6. Total (Sum of 1-5 Above),158.0,374.0,1404
1649,Punjab,2004,AT6-Total,6. Total (Sum of 1-5 Above),292.0,490.0,1188
1650,Rajasthan,2004,AT6-Total,6. Total (Sum of 1-5 Above),99.0,1583.0,6395
1652,Tamil Nadu,2004,AT6-Total,6. Total (Sum of 1-5 Above),2631.0,2867.0,4005
1654,Uttar Pradesh,2004,AT6-Total,6. Total (Sum of 1-5 Above),85.0,1753.0,8452
1656,West Bengal,2004,AT6-Total,6. Total (Sum of 1-5 Above),0.0,534.0,2668
1658,Andhra Pradesh,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,2670.0,5465
1659,Arunachal Pradesh,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,33.0,119
1660,Assam,2005,AT6-Total,6. Total (Sum of 1-5 Above),15.0,267.0,957
1661,Bihar,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,226.0,2134
1662,Chandigarh,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,201.0,579
1663,Chhattisgarh,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,642.0,1619
1665,Daman & Diu,2005,AT6-Total,6. Total (Sum of 1-5 Above),4.0,7.0,27
1666,Delhi,2005,AT6-Total,6. Total (Sum of 1-5 Above),255.0,2249.0,8883
1667,Goa,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,61.0,195
1668,Gujarat,2005,AT6-Total,6. Total (Sum of 1-5 Above),413.0,1776.0,7098
1669,Haryana,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,1851.0,5276
1670,Himachal Pradesh,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,94.0,172
1671,Jammu & Kashmir,2005,AT6-Total,6. Total (Sum of 1-5 Above),11.0,109.0,504
1672,Jharkhand,2005,AT6-Total,6. Total (Sum of 1-5 Above),10.0,143.0,773
1673,Karnataka,2005,AT6-Total,6. Total (Sum of 1-5 Above),94.0,1403.0,5977
1674,Kerala,2005,AT6-Total,6. Total (Sum of 1-5 Above),16.0,562.0,1946
1675,Madhya Pradesh,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,2096.0,6551
1676,Maharashtra,2005,AT6-Total,6. Total (Sum of 1-5 Above),439.0,3032.0,12213
1677,Manipur,2005,AT6-Total,6. Total (Sum of 1-5 Above),7.0,7.0,92
1678,Meghalaya,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,20.0,119
1679,Mizoram,2005,AT6-Total,6. Total (Sum of 1-5 Above),0.0,0.0,0
1680,Nagaland,2005,AT6-Total,6. Total (Sum of 1-5 Above),1.0,56.0,248
1681,Odisha,2005,AT6-Total,6. Total (Sum of 1-5 Above),110.0,436.0,1626
1682,Puducherry,2005,AT6-Total,6. Total (Sum of 1-5 Above),143.0,143.0,235
1683,Punjab,2005,AT6-Total,6. Total (Sum of 1-5 Above),259.0,523.0,1190
1684,Rajasthan,2005,AT6-Total,6. Total (Sum of 1-5 Above),283.0,1355.0,6429
1686,Tamil Nadu,2005,AT6-Total,6. Total (Sum of 1-5 Above),2475.0,2624.0,3583
1688,Uttar Pradesh,2005,AT6-Total,6. Total (Sum of 1-5 Above),78.0,1704.0,7619
1690,West Bengal,2005,AT6-Total,6. Total (Sum of 1-5 Above),63.0,470.0,2435
1692,Andhra Pradesh,2006,AT6-Total,6. Total (Sum of 1-5 Above),102.0,2201.0,5470
1693,Arunachal Pradesh,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,22.0,74
1694,Assam,2006,AT6-Total,6. Total (Sum of 1-5 Above),26.0,453.0,1405
