,Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
1328,Arunachal Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1329,Assam,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,26.0,26.0
1330,Bihar,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,491.0,491.0
1331,Chandigarh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1332,Chhattisgarh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,40.0,40.0
1333,Daman & Diu,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1336,Gujarat,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,48.0,48.0
1337,Haryana,2003,TVC- Dowry Deaths,11. Dowry Deaths,2.0,209.0,211.0
1338,Himachal Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,7.0,7.0
1339,Jammu & Kashmir,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,13.0,13.0
1340,Jharkhand,2003,TVC- Dowry Deaths,11. Dowry Deaths,3.0,182.0,185.0
1341,Karnataka,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,162.0,162.0
1344,Maharashtra,2003,TVC- Dowry Deaths,11. Dowry Deaths,1.0,399.0,400.0
1345,Meghalaya,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1346,Nagaland,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1347,Odisha,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,186.0,186.0
1348,Punjab,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,181.0,181.0
1350,Tamil Nadu,2003,TVC- Dowry Deaths,11. Dowry Deaths,7.0,237.0,244.0
1353,Uttarakhand,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,38.0,38.0
1354,West Bengal,2003,TVC- Dowry Deaths,11. Dowry Deaths,5.0,213.0,218.0
1356,Andhra Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,407.0,407.0
1357,Arunachal Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1358,Assam,2004,TVC- Dowry Deaths,11. Dowry Deaths,2.0,30.0,32.0
1359,Bihar,2004,TVC- Dowry Deaths,11. Dowry Deaths,1.0,438.0,439.0
1360,Chandigarh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2.0,2.0
1361,Chhattisgarh,2004,TVC- Dowry Deaths,11. Dowry Deaths,2.0,87.0,89.0
1364,Gujarat,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,54.0,54.0
1366,Himachal Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,7.0,7.0
1368,Jharkhand,2004,TVC- Dowry Deaths,11. Dowry Deaths,2.0,183.0,185.0
1369,Karnataka,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,233.0,233.0
1372,Maharashtra,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,321.0,321.0
1373,Manipur,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1374,Meghalaya,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1375,Mizoram,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1376,Nagaland,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1377,Odisha,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,246.0,246.0
1379,Punjab,2004,TVC- Dowry Deaths,11. Dowry Deaths,16.0,76.0,92.0
1381,Tamil Nadu,2004,TVC- Dowry Deaths,11. Dowry Deaths,4.0,172.0,176.0
1383,Uttar Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1434.0,1434.0
1385,West Bengal,2004,TVC- Dowry Deaths,11. Dowry Deaths,5.0,189.0,194.0
1386,Andhra Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,547.0,547.0
1387,Arunachal Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1388,Assam,2005,TVC- Dowry Deaths,11. Dowry Deaths,1.0,37.0,38.0
1389,Bihar,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,501.0,501.0
1390,Chandigarh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,6.0,6.0
1391,Chhattisgarh,2005,TVC- Dowry Deaths,11. Dowry Deaths,27.0,35.0,62.0
1395,Gujarat,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,65.0,65.0
1396,Haryana,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,248.0,248.0
1397,Himachal Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4.0,4.0
1398,Jammu & Kashmir,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2.0,2.0
1399,Jharkhand,2005,TVC- Dowry Deaths,11. Dowry Deaths,3.0,83.0,86.0
1400,Karnataka,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,324.0,324.0
1401,Kerala,2005,TVC- Dowry Deaths,11. Dowry Deaths,1.0,33.0,34.0
1403,Maharashtra,2005,TVC- Dowry Deaths,11. Dowry Deaths,1.0,299.0,300.0
1404,Manipur,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1405,Meghalaya,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1406,Mizoram,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2.0,2.0
1407,Nagaland,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1408,Odisha,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,210.0,210.0
1409,Punjab,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,65.0,65.0
1411,Tamil Nadu,2005,TVC- Dowry Deaths,11. Dowry Deaths,2.0,240.0,242.0
1413,Uttar Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1299.0,1299.0
1415,West Bengal,2005,TVC- Dowry Deaths,11. Dowry Deaths,3.0,358.0,361.0
1416,Andhra Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,353.0,353.0
1417,Arunachal Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1418,Assam,2006,TVC- Dowry Deaths,11. Dowry Deaths,2.0,49.0,51.0
1419,Bihar,2006,TVC- Dowry Deaths,11. Dowry Deaths,17.0,633.0,650.0
1420,Chandigarh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,3.0,3.0
1421,Chhattisgarh,2006,TVC- Dowry Deaths,11. Dowry Deaths,45.0,26.0,71.0
1424,Gujarat,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,34.0,34.0
1426,Himachal Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,5.0,5.0
1427,Jammu & Kashmir,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2.0,2.0
1428,Jharkhand,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,255.0,255.0
1429,Karnataka,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,283.0,283.0
1432,Maharashtra,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,272.0,272.0
1433,Manipur,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1434,Meghalaya,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1435,Mizoram,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1436,Nagaland,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1437,Odisha,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,215.0,215.0
1443,Uttar Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1366.0,1366.0
1445,West Bengal,2006,TVC- Dowry Deaths,11. Dowry Deaths,2.0,262.0,264.0
1446,Andhra Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,542.0,542.0
1447,Arunachal Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1448,Assam,2007,TVC- Dowry Deaths,11. Dowry Deaths,3.0,56.0,59.0
1449,Bihar,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,642.0,642.0
1450,Chandigarh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4.0,4.0
1451,Chhattisgarh,2007,TVC- Dowry Deaths,11. Dowry Deaths,23.0,65.0,88.0
1453,Gujarat,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,31.0,31.0
1454,Haryana,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,221.0,221.0
1455,Himachal Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4.0,4.0
1456,Jammu & Kashmir,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4.0,4.0
1457,Jharkhand,2007,TVC- Dowry Deaths,11. Dowry Deaths,1.0,285.0,286.0
1458,Karnataka,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,206.0,206.0
1460,Madhya Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,691.0,691.0
1461,Maharashtra,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,286.0,286.0
1462,Manipur,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1463,Meghalaya,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1464,Mizoram,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1465,Nagaland,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1466,Odisha,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,174.0,174.0
1470,Tamil Nadu,2007,TVC- Dowry Deaths,11. Dowry Deaths,2.0,216.0,218.0
1474,West Bengal,2007,TVC- Dowry Deaths,11. Dowry Deaths,1.0,354.0,355.0
1475,Andhra Pradesh,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,449.0,449.0
1476,Arunachal Pradesh,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1477,Assam,2008,TVC- Dowry Deaths,11. Dowry Deaths,2.0,42.0,44.0
1478,Bihar,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,689.0,689.0
1480,Chhattisgarh,2008,TVC- Dowry Deaths,11. Dowry Deaths,25.0,51.0,76.0
1483,Gujarat,2008,TVC- Dowry Deaths,11. Dowry Deaths,1.0,14.0,15.0
1484,Haryana,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,238.0,238.0
1485,Himachal Pradesh,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8.0,8.0
1486,Jammu & Kashmir,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1.0,1.0
1487,Jharkhand,2008,TVC- Dowry Deaths,11. Dowry Deaths,11.0,198.0,209.0
1488,Karnataka,2008,TVC- Dowry Deaths,11. Dowry Deaths,4.0,181.0,185.0
1491,Maharashtra,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,277.0,277.0
1492,Manipur,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1493,Meghalaya,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1494,Mizoram,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1495,Nagaland,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1496,Odisha,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,251.0,251.0
1499,Tamil Nadu,2008,TVC- Dowry Deaths,11. Dowry Deaths,1.0,183.0,184.0
1503,West Bengal,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,330.0,330.0
1504,Andhra Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,440.0,440.0
1505,Arunachal Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1506,Assam,2009,TVC- Dowry Deaths,11. Dowry Deaths,3.0,41.0,44.0
1507,Bihar,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,593.0,593.0
1508,Chandigarh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,3.0,3.0
1509,Chhattisgarh,2009,TVC- Dowry Deaths,11. Dowry Deaths,31.0,70.0,101.0
1512,Gujarat,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,19.0,19.0
1513,Haryana,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,237.0,237.0
1514,Himachal Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4.0,4.0
1515,Jammu & Kashmir,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8.0,8.0
1516,Jharkhand,2009,TVC- Dowry Deaths,11. Dowry Deaths,1.0,231.0,232.0
1517,Karnataka,2009,TVC- Dowry Deaths,11. Dowry Deaths,2.0,154.0,156.0
1519,Madhya Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,666.0,666.0
1520,Maharashtra,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,223.0,223.0
1521,Manipur,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1522,Meghalaya,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1523,Odisha,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,258.0,258.0
1526,Sikkim,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1527,Tamil Nadu,2009,TVC- Dowry Deaths,11. Dowry Deaths,3.0,181.0,184.0
1528,Tripura,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,21.0,21.0
1531,West Bengal,2009,TVC- Dowry Deaths,11. Dowry Deaths,8.0,221.0,229.0
1532,Andhra Pradesh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,502.0,502.0
1533,Arunachal Pradesh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1534,Assam,2010,TVC- Dowry Deaths,11. Dowry Deaths,8.0,50.0,58.0
1536,Chandigarh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,6.0,6.0
1537,Chhattisgarh,2010,TVC- Dowry Deaths,11. Dowry Deaths,31.0,47.0,78.0
1540,Goa,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2.0,2.0
1541,Gujarat,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8.0,8.0
1543,Himachal Pradesh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1.0,1.0
1544,Jammu & Kashmir,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8.0,8.0
1545,Jharkhand,2010,TVC- Dowry Deaths,11. Dowry Deaths,1.0,249.0,250.0
1546,Karnataka,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,181.0,181.0
1547,Kerala,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,13.0,13.0
1549,Maharashtra,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,329.0,329.0
1550,Manipur,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1551,Meghalaya,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1552,Mizoram,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1553,Nagaland,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0.0,0.0
1554,Odisha,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,415.0,415.0
1558,Tamil Nadu,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,164.0,164.0
1562,West Bengal,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,229.0,229.0
1563,Andhra Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,215.0,217.0
1564,Arunachal Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0.0,0.0
1565,Assam,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,37.0,39.0
1566,Bihar,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,698.0,698.0
1567,Chandigarh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3.0,3.0
1568,Chhattisgarh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,18.0,20.0
1570,Delhi,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,111.0,307.0,418.0
1572,Gujarat,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,39.0,41.0
1573,Haryana,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,79.0,82.0
1574,Himachal Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,7.0,7.0
1575,Jammu & Kashmir,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,28.0,28.0
1576,Jharkhand,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,66.0,66.0
1577,Karnataka,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,108.0,109.0
1580,Maharashtra,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,28.0,112.0,140.0
1581,Meghalaya,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0.0,0.0
1582,Mizoram,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2.0,2.0
1583,Nagaland,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,1.0,2.0
1584,Odisha,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,43.0,43.0
1587,Sikkim,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,2.0,3.0
1588,Tamil Nadu,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,96.0,99.0
1590,Uttar Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,733.0,734.0
1592,West Bengal,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,111.0,111.0
1593,Andhra Pradesh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,213.0,213.0
1594,Assam,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,69.0,70.0
1595,Bihar,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,637.0,638.0
1596,Chandigarh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,5.0,5.0
1597,Chhattisgarh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,10.0,16.0,26.0
1599,Daman & Diu,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0.0,0.0
1602,Gujarat,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,52.0,52.0
1603,Haryana,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,73.0,75.0
1604,Himachal Pradesh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,6.0,6.0
1605,Jammu & Kashmir,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,9.0,9.0
1606,Jharkhand,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,115.0,117.0
1607,Karnataka,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,139.0,139.0
1609,Madhya Pradesh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,204.0,204.0
1610,Maharashtra,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,153.0,153.0
1611,Meghalaya,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4.0,4.0
1613,Nagaland,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,2.0,4.0
1614,Odisha,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,5.0,5.0
1616,Punjab,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,43.0,43.0
1619,Tamil Nadu,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,6.0,104.0,110.0
1622,Uttarakhand,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,15.0,15.0
1623,West Bengal,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,139.0,139.0
1624,Andhra Pradesh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,233.0,233.0
1625,Arunachal Pradesh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0.0,0.0
1626,Assam,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,68.0,69.0
1627,Bihar,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,887.0,887.0
1628,Chandigarh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,8.0,8.0
1629,Chhattisgarh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,13.0,13.0
1631,Daman & Diu,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2.0,2.0
1634,Gujarat,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,60.0,60.0
1635,Haryana,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,79.0,81.0
1636,Himachal Pradesh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4.0,4.0
1637,Jammu & Kashmir,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,17.0,17.0
1638,Jharkhand,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,63.0,63.0
1639,Karnataka,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,99.0,99.0
1642,Maharashtra,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,5.0,154.0,159.0
1644,Meghalaya,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2.0,2.0
1646,Nagaland,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4.0,4.0
1647,Odisha,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,71.0,71.0
1648,Punjab,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,72.0,72.0
1651,Tamil Nadu,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,118.0,120.0
1654,Uttarakhand,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,11.0,13.0
1655,West Bengal,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,112.0,112.0
1657,Andhra Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,242.0,242.0
1658,Arunachal Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0.0,0.0
1659,Assam,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,4.0,67.0,71.0
1660,Bihar,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,650.0,650.0
1661,Chandigarh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2.0,2.0
1662,Chhattisgarh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,20.0,22.0
1666,Gujarat,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,65.0,65.0
1667,Haryana,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,79.0,82.0
1668,Himachal Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1.0,1.0
1670,Jharkhand,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,60.0,63.0
1671,Karnataka,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,126.0,126.0
1674,Maharashtra,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,174.0,174.0
1675,Manipur,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0.0,0.0
1676,Meghalaya,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1.0,1.0
1677,Mizoram,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,9.0,1.0,10.0
1678,Nagaland,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,20.0,21.0
1679,Odisha,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,34.0,34.0
1681,Punjab,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,47.0,41.0,88.0
1684,Tamil Nadu,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,153.0,156.0
1686,Uttar Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,658.0,658.0
1688,West Bengal,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,138.0,138.0
1689,Andhra Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,271.0,271.0
1690,Arunachal Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1.0,1.0
1691,Assam,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,103.0,103.0
1692,Bihar,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,800.0,800.0
1693,Chandigarh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1.0,1.0
1694,Chhattisgarh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,22.0,29.0
1698,Gujarat,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,71.0,71.0
1699,Haryana,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,72.0,72.0
1700,Himachal Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,8.0,8.0
1701,Jammu & Kashmir,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,8.0,8.0
1702,Jharkhand,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,364.0,371.0
1703,Karnataka,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,176.0,176.0
1706,Maharashtra,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,141.0,143.0
1707,Manipur,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1.0,1.0
1708,Meghalaya,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2.0,2.0
1709,Mizoram,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2.0,2.0
1710,Nagaland,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,76.0,76.0
